Detailed Statistics Departures  
Origin Airport: Houston, TX: George Bush Intercontinental/Houston (IAH)
Airline: JetBlue Airways (B6)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2022

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Departure delay (Minutes)
"B6","06/12/2022","0932","N3044J","BOS","11"
"B6","06/12/2022","1882","N706JB","JFK","18"
"B6","06/13/2022","0932","N3044J","BOS","4"
"B6","06/13/2022","1882","N828JB","JFK","48"
"B6","06/14/2022","0932","N3058J","BOS","73"
"B6","06/14/2022","1882","N715JB","JFK","32"
"B6","06/15/2022","0932","N3065J","BOS","-9"
"B6","06/15/2022","1882","N706JB","JFK","29"
"B6","06/16/2022","0932","N3062J","BOS","115"
"B6","06/16/2022","1882","N612JB","JFK","160"
"B6","06/17/2022","0932","N3062J","BOS","48"
"B6","06/17/2022","1882","N565JB","JFK","1"
"B6","06/18/2022","0932","N3062J","BOS","-1"
"B6","06/18/2022","1882","N593JB","JFK","12"
"B6","06/19/2022","0932","N3044J","BOS","-8"
"B6","06/19/2022","1882","N658JB","JFK","0"
"B6","06/20/2022","0932","N3062J","BOS","50"
"B6","06/20/2022","1882","N565JB","JFK","2"
"B6","06/21/2022","0932","N3023J","BOS","-7"
"B6","06/21/2022","1882","N784JB","JFK","-4"
"B6","06/22/2022","0932","N3062J","BOS","192"
"B6","06/22/2022","1882","N706JB","JFK","263"
"B6","06/23/2022","0932","N3104J","BOS","10"
"B6","06/23/2022","1882","N603JB","JFK","77"
"B6","06/24/2022","0932","N643JB","BOS","-4"
"B6","06/24/2022","1882","N534JB","JFK","-1"
"B6","06/25/2022","0932","N3008J","BOS","217"
"B6","06/25/2022","1882","N603JB","JFK","351"
"B6","06/26/2022","0932","N655JB","BOS","27"
"B6","06/26/2022","1882","N635JB","JFK","44"
"B6","06/27/2022","0932","N3104J","BOS","4"
"B6","06/27/2022","1882","N519JB","JFK","20"
"B6","06/28/2022","0932","N3023J","BOS","-4"
"B6","06/28/2022","1882","N561JB","JFK","32"
"B6","06/29/2022","0932","N3044J","BOS","212"
"B6","06/29/2022","1882","N534JB","JFK","4"
"B6","06/30/2022","0932","N3065J","BOS","4"
"B6","06/30/2022","1882","N605JB","JFK","11"
"B6","07/01/2022","0932","N3044J","BOS","30"
"B6","07/01/2022","1882","N537JT","JFK","1"
"B6","07/02/2022","0932","N3085J","BOS","-8"
"B6","07/02/2022","1882","N547JB","JFK","-1"
"B6","07/03/2022","0932","N3102J","BOS","-3"
"B6","07/03/2022","1882","N634JB","JFK","-3"
"B6","07/04/2022","0932","N3058J","BOS","-10"
"B6","07/04/2022","1882","N834JB","JFK","-5"
"B6","07/05/2022","0932","N805JB","BOS","-13"
"B6","07/05/2022","1882","N579JB","JFK","-1"
"B6","07/06/2022","0932","N3102J","BOS","38"
"B6","07/06/2022","1882","N641JB","JFK","-3"
"B6","07/07/2022","0932","N3077J","BOS","-10"
"B6","07/07/2022","1882","N630JB","JFK","58"
"B6","07/08/2022","0932","N521JB","BOS","-9"
"B6","07/08/2022","1882","N834JB","JFK","9"
"B6","07/09/2022","0932","N521JB","BOS","-14"
"B6","07/09/2022","1882","N779JB","JFK","-4"
"B6","07/10/2022","0932","N3085J","BOS","-1"
"B6","07/10/2022","1882","N644JB","JFK","12"
"B6","07/11/2022","0932","N3044J","BOS","-9"
"B6","07/11/2022","1882","N565JB","JFK","-5"
"B6","07/12/2022","0932","N3085J","BOS","-13"
"B6","07/12/2022","1882","N775JB","JFK","-8"
"B6","07/13/2022","0932","N3058J","BOS","-3"
"B6","07/13/2022","1882","N607JB","JFK","44"
"B6","07/14/2022","0932","N827JB","BOS","97"
"B6","07/14/2022","1882","N834JB","JFK","1"
"B6","07/15/2022","0932","N3062J","BOS","-12"
"B6","07/15/2022","1882","N584JB","JFK","-1"
"B6","07/16/2022","0932","N3058J","BOS","-5"
"B6","07/16/2022","1882","N568JB","JFK","-1"
"B6","07/17/2022","0932","N504JB","BOS","280"
"B6","07/17/2022","1882","N648JB","JFK","-2"
"B6","07/18/2022","0932","N3065J","BOS","57"
"B6","07/18/2022","1882","N608JB","JFK","21"
"B6","07/19/2022","0932","N3112J","BOS","24"
"B6","07/19/2022","1882","N663JB","JFK","31"
"B6","07/20/2022","0932","N3104J","BOS","-1"
"B6","07/20/2022","1882","N603JB","JFK","0"
"B6","07/21/2022","0932","N3023J","BOS","114"
"B6","07/21/2022","1882","N651JB","JFK","4"
"B6","07/22/2022","0932","N519JB","BOS","34"
"B6","07/22/2022","1882","N607JB","JFK","119"
"B6","07/23/2022","0932","N3044J","BOS","9"
"B6","07/23/2022","1882","N712JB","JFK","17"
"B6","07/24/2022","0932","N3085J","BOS","-2"
"B6","07/24/2022","1882","N766JB","JFK","36"
"B6","07/25/2022","0932","N524JB","BOS","90"
"B6","07/25/2022","1882","N651JB","JFK","5"
"B6","07/26/2022","0932","N3058J","BOS","5"
"B6","07/26/2022","1882","N585JB","JFK","1"
"B6","07/27/2022","0932","N3058J","BOS","-10"
"B6","07/27/2022","1882","N821JB","JFK","-3"
"B6","07/28/2022","0932","N3104J","BOS","88"
"B6","07/28/2022","1882","N712JB","JFK","-1"
"B6","07/29/2022","0932","N3085J","BOS","-10"
"B6","07/29/2022","1882","N655JB","JFK","9"
"B6","07/30/2022","0932","N3112J","BOS","-3"
"B6","07/30/2022","1882","N804JB","JFK","9"
"B6","07/31/2022","0932","N3044J","BOS","2"
"B6","07/31/2022","1882","N768JB","JFK","-3"
"B6","08/01/2022","0932","N3077J","BOS","68"
"B6","08/01/2022","1882","N570JB","JFK","113"
"B6","08/02/2022","0932","N3102J","BOS","-14"
"B6","08/02/2022","1882","N510JB","JFK","1"
"B6","08/03/2022","0932","N3062J","BOS","-13"
"B6","08/03/2022","1882","N705JB","JFK","-2"
"B6","08/04/2022","0932","N3104J","BOS","-10"
"B6","08/04/2022","1882","N583JB","JFK","-4"
"B6","08/05/2022","0932","N3062J","BOS","84"
"B6","08/05/2022","1882","N564JB","JFK","6"
"B6","08/06/2022","0932","N3102J","BOS","10"
"B6","08/06/2022","1882","N709JB","JFK","43"
"B6","08/07/2022","0932","N3104J","BOS","7"
"B6","08/07/2022","1882","N613JB","JFK","46"
"B6","08/08/2022","0932","N3062J","BOS","46"
"B6","08/08/2022","1882","N589JB","JFK","29"
"B6","08/09/2022","0932","N3058J","BOS","2"
"B6","08/09/2022","1882","N708JB","JFK","-3"
"B6","08/10/2022","0932","N3058J","BOS","-2"
"B6","08/10/2022","1882","N644JB","JFK","16"
"B6","08/11/2022","0932","N3085J","BOS","1"
"B6","08/11/2022","1882","N760JB","JFK","77"
"B6","08/12/2022","0932","N646JB","BOS","-10"
"B6","08/12/2022","1882","N637JB","JFK","13"
"B6","08/13/2022","0932","N3085J","BOS","-7"
"B6","08/13/2022","1882","N547JB","JFK","1"
"B6","08/14/2022","0932","N3044J","BOS","21"
"B6","08/14/2022","1882","N657JB","JFK","91"
"B6","08/15/2022","0932","N3058J","BOS","-7"
"B6","08/15/2022","1882","N624JB","JFK","2"
"B6","08/16/2022","0932","N706JB","BOS","1"
"B6","08/16/2022","1882","N580JB","JFK","-7"
"B6","08/17/2022","0932","N3077J","BOS","20"
"B6","08/17/2022","1882","N638JB","JFK","48"
"B6","08/18/2022","0932","N3062J","BOS","15"
"B6","08/18/2022","1882","N821JB","JFK","84"
"B6","08/19/2022","0932","N3044J","BOS","11"
"B6","08/19/2022","1882","N661JB","JFK","42"
"B6","08/20/2022","0932","N3102J","BOS","72"
"B6","08/20/2022","1882","N638JB","JFK","44"
"B6","08/21/2022","0932","N595JB","BOS","77"
"B6","08/21/2022","1882","N665JB","JFK","33"
"B6","08/22/2022","0932","N3058J","BOS","95"
"B6","08/22/2022","1882","N552JB","JFK","136"
"B6","08/23/2022","0932","N517JB","BOS","241"
"B6","08/23/2022","1882","N507JT","JFK","44"
"B6","08/24/2022","0932","N3044J","BOS","6"
"B6","08/24/2022","1882","N645JB","JFK","44"
"B6","08/25/2022","0932","N3062J","BOS","0"
"B6","08/25/2022","1882","N632JB","JFK","-5"
"B6","08/26/2022","0932","N3077J","BOS","133"
"B6","08/26/2022","1882","N595JB","JFK","5"
"B6","08/27/2022","0932","N3077J","BOS","19"
"B6","08/27/2022","1882","N536JB","JFK","15"
"B6","08/28/2022","0932","N3104J","BOS","89"
"B6","08/28/2022","1882","N568JB","JFK","-1"
"B6","08/29/2022","0932","N3062J","BOS","80"
"B6","08/29/2022","1882","N618JB","JFK","5"
"B6","08/30/2022","0932","N3023J","BOS","2"
"B6","08/30/2022","1882","N584JB","JFK","0"
"B6","08/31/2022","0932","N3102J","BOS","-3"
"B6","08/31/2022","1882","N571JB","JFK","0"
"B6","09/01/2022","0932","N3112J","BOS","-2"
"B6","09/01/2022","1882","N637JB","JFK","-7"
"B6","09/02/2022","0932","N3104J","BOS","-8"
"B6","09/02/2022","1882","N821JB","JFK","5"
"B6","09/03/2022","0932","N3077J","BOS","5"
"B6","09/03/2022","1882","N794JB","JFK","0"
"B6","09/04/2022","0932","N3112J","BOS","-4"
"B6","09/04/2022","1882","N627JB","JFK","-3"
"B6","09/05/2022","0932","N3104J","BOS","57"
"B6","09/05/2022","1882","N554JB","JFK","21"
"B6","09/06/2022","0932","N3104J","BOS","21"
"B6","09/06/2022","1882","N821JB","JFK","88"
"B6","09/07/2022","0932","N565JB","BOS","-6"
"B6","09/07/2022","1882","N534JB","JFK","-1"
"B6","09/08/2022","0932","N655JB","BOS","-6"
"B6","09/08/2022","1882","N565JB","JFK","33"
"B6","09/09/2022","0932","N973JT","BOS","-7"
"B6","09/09/2022","1882","N562JB","JFK","3"
"B6","09/10/2022","0932","N708JB","BOS","-13"
"B6","09/10/2022","1882","N657JB","JFK","-3"
"B6","09/11/2022","0932","N508JL","BOS","5"
"B6","09/11/2022","1882","N594JB","JFK","7"
"B6","09/12/2022","0932","N760JB","BOS","-8"
"B6","09/12/2022","1882","N565JB","JFK","-6"
"B6","09/13/2022","0932","N805JB","BOS","-8"
"B6","09/13/2022","1882","N595JB","JFK","-6"
"B6","09/14/2022","0932","N527JL","BOS","11"
"B6","09/14/2022","1882","N591JB","JFK","-5"
"B6","09/15/2022","0932","N821JB","BOS","-2"
"B6","09/15/2022","1882","N516JB","JFK","-3"
"B6","09/16/2022","0932","N635JB","BOS","9"
"B6","09/16/2022","1882","N633JB","JFK","6"
"B6","09/17/2022","0932","N806JB","BOS","-11"
"B6","09/17/2022","1882","N537JT","JFK","6"
"B6","09/18/2022","0932","N508JL","BOS","-7"
"B6","09/18/2022","1882","N645JB","JFK","-9"
"B6","09/19/2022","0932","N524JB","BOS","45"
"B6","09/19/2022","1882","N806JB","JFK","1"
"B6","09/20/2022","0932","N662JB","BOS","-5"
