YEAR,QUARTER,MONTH,FL_DATE,TAIL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_NM,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_NM,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,DIV_DISTANCE,,
1,2,4,91,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,26,47,50,6,47,2,3,1,3,3,3,2,2,1
1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1
1,4,12,293,105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,69,32,130,136,9,91,2,2,1,23,8,2,2,19,1
1,3,6,119,68,1,1,1,1,1,1,1,1,2,1,1,1,1,1,40,27,76,78,8,59,2,3,1,9,3,2,2,8,1
1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,2,3,1,1,1,1,1,1,1,1,1
1,4,6,102,71,1,1,1,1,1,1,1,4,4,4,4,4,3,3,34,29,71,74,12,46,2,2,1,11,3,2,2,6,1
1,4,5,93,68,1,1,1,1,1,1,1,3,3,3,3,3,3,3,31,23,51,55,13,44,1,1,1,3,2,2,2,9,1
1,4,5,65,53,1,1,1,1,1,1,1,3,3,3,3,3,3,3,27,22,38,37,11,38,1,1,1,10,3,3,2,3,1
1,3,4,82,45,1,1,1,1,1,1,1,4,4,4,4,4,4,4,21,22,55,55,16,42,1,1,1,10,3,2,2,3,1
1,3,5,110,73,1,1,1,1,1,1,1,4,4,4,4,4,4,4,34,28,70,81,11,44,1,1,1,10,2,2,2,4,1
1,3,5,78,51,1,1,1,1,1,1,1,2,2,2,2,2,2,2,32,27,50,53,11,44,1,1,1,12,4,3,2,6,1
1,3,4,113,63,1,1,1,1,1,1,1,4,4,4,4,4,3,3,30,24,51,79,14,49,2,2,1,9,3,2,2,5,1
1,2,2,25,22,1,1,1,1,1,1,1,2,2,2,2,2,2,2,16,17,22,22,6,21,1,1,1,4,2,2,2,5,1
1,2,4,68,44,1,1,1,1,1,1,1,3,3,3,3,3,3,3,23,17,39,42,17,34,2,2,1,7,2,2,2,3,1
1,1,1,24,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,10,15,15,6,15,1,1,1,3,3,2,2,3,1
1,2,2,30,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,14,19,23,7,20,1,1,1,6,2,2,2,4,1
1,2,2,59,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,17,33,36,7,33,1,1,2,9,4,2,2,4,2
1,3,4,88,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,26,42,48,11,44,1,1,1,10,2,2,2,6,1
1,3,6,119,33,1,1,1,1,1,1,1,2,2,2,2,2,2,2,50,29,78,85,11,64,2,4,2,23,3,2,2,11,2
1,2,2,5,5,1,1,1,1,1,1,1,2,2,2,2,2,2,2,5,5,4,5,4,5,1,1,1,1,1,1,1,1,1
1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,2,2,2,2,2,1
1,1,2,42,27,1,1,1,1,1,1,1,2,2,2,2,2,2,2,32,21,40,38,10,37,1,1,1,7,2,2,2,8,1
1,1,2,15,14,1,1,1,1,1,1,1,3,3,3,3,3,3,3,12,9,15,15,7,14,1,1,1,5,2,2,2,4,1
1,2,4,77,53,1,1,1,1,1,1,1,2,2,2,2,2,2,2,25,31,42,52,14,41,1,1,2,14,2,2,2,4,2
1,1,2,7,7,1,1,1,1,1,1,1,2,2,2,2,2,2,2,5,7,7,7,5,7,1,1,1,1,1,1,1,1,1
1,2,4,69,53,1,1,1,1,1,1,1,2,2,2,2,2,2,2,35,20,43,48,9,41,1,1,1,13,3,2,2,5,1
1,1,2,17,15,1,1,1,1,1,1,1,2,2,2,2,2,2,2,13,12,16,17,9,17,1,1,1,5,2,2,2,3,1
1,1,1,15,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,12,12,11,10,12,1,1,1,5,2,2,2,3,1
1,1,1,14,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,10,11,12,6,11,1,1,1,1,1,1,1,1,1
1,2,3,40,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,17,22,20,9,27,2,2,1,5,2,2,2,3,1
1,1,2,21,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,12,15,15,7,16,2,2,1,2,2,2,2,2,1
1,3,4,54,43,1,1,1,1,1,1,1,2,2,2,2,2,2,2,30,23,39,39,9,39,2,2,1,8,3,2,2,6,1
1,2,2,11,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,10,10,4,9,2,2,1,1,1,1,1,1,1
1,1,1,15,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,11,13,14,4,13,1,1,1,5,2,2,2,3,1
1,1,3,28,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,19,17,19,9,21,1,1,1,4,2,2,2,2,1
1,3,6,69,44,1,1,1,1,1,1,1,3,3,3,3,3,3,3,34,21,48,46,13,43,1,1,1,9,3,2,2,9,1
1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
1,2,3,39,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,19,22,24,6,25,2,2,1,3,2,2,2,2,1
1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,3,2,2,2,2,1
1,2,3,25,17,1,1,1,1,1,1,1,2,2,2,2,2,2,2,16,14,22,24,9,19,1,1,1,3,2,2,2,2,1
1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
1,2,3,40,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,18,29,27,6,25,2,2,1,4,3,2,2,4,1
1,2,4,43,32,1,1,1,1,1,1,1,2,2,2,2,2,2,2,19,14,22,31,12,34,2,3,1,6,3,3,2,2,1
1,4,8,137,64,1,1,1,1,1,1,1,3,3,3,3,3,3,3,33,29,71,71,11,48,2,2,1,10,2,2,2,3,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,2,2,2,2,2,1
1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1
1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,2,2,2,2,2,1
1,1,2,36,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,18,22,22,7,23,2,2,1,6,3,2,2,2,1
1,2,3,41,31,1,1,1,1,1,1,1,2,2,2,2,2,2,2,26,19,36,33,9,28,1,1,1,4,2,2,2,5,1
1,1,1,21,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,14,17,16,5,14,1,1,1,3,2,2,2,3,1
1,2,3,39,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,16,20,29,7,27,2,2,2,3,2,2,2,4,2
1,1,2,27,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,16,17,20,9,21,2,2,1,2,2,2,2,2,1
1,2,3,12,10,1,1,1,1,1,1,1,2,2,2,2,2,2,2,10,11,9,11,4,9,1,1,2,2,3,2,2,3,2
1,2,2,4,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,4,4,4,4,4,1,1,1,2,2,2,2,2,1
1,4,12,365,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,79,32,116,148,22,106,2,3,2,30,11,3,2,27,2
1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,3,40,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,19,28,25,5,29,1,1,2,8,3,2,2,3,2
1,1,3,5,5,1,1,1,1,1,1,1,2,2,2,2,2,2,2,5,3,5,5,3,5,1,1,1,3,2,2,2,2,1
1,2,3,29,26,1,1,1,1,1,1,1,2,2,2,2,2,2,2,15,17,21,19,10,18,1,1,1,5,2,2,2,5,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,4,57,45,1,1,1,1,1,1,1,2,2,2,2,2,2,2,24,23,32,38,17,29,2,2,1,2,2,2,2,2,1
1,3,6,78,59,1,1,1,1,1,1,1,3,3,3,3,3,3,3,32,26,47,59,13,42,2,2,1,9,2,2,2,6,1
1,3,5,59,38,1,1,1,1,1,1,1,2,2,2,2,2,2,2,32,23,50,45,15,42,2,2,1,12,2,2,2,8,1
1,3,6,96,75,1,1,1,1,1,1,1,3,3,3,3,3,3,3,36,25,63,67,12,48,2,2,2,15,3,2,2,4,2
1,1,3,33,29,1,1,1,1,1,1,1,2,2,2,2,2,2,2,18,17,26,24,9,25,1,1,2,7,2,3,2,3,2
1,1,2,27,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,17,19,6,20,2,2,2,3,2,2,2,2,2
1,2,4,53,48,1,1,1,1,1,1,1,2,2,2,2,2,2,2,20,22,36,39,10,31,2,2,1,3,3,2,2,4,1
1,2,4,48,36,1,1,1,1,1,1,1,2,2,2,2,2,2,2,22,21,35,38,18,35,2,2,1,14,2,2,2,3,1
1,1,2,28,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,10,15,20,13,22,1,1,1,3,2,2,2,2,1
1,2,3,25,19,1,1,1,1,1,1,1,3,3,3,3,3,3,3,14,20,21,21,7,21,1,1,1,5,2,2,2,2,1
1,1,2,21,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,14,15,14,4,17,1,1,1,2,2,2,2,2,1
1,3,4,36,34,1,1,1,1,1,1,1,2,2,2,2,2,2,2,24,18,29,31,10,30,2,2,1,6,3,2,2,4,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,16,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,15,15,5,16,1,1,1,7,2,2,2,4,1
1,3,5,77,48,1,1,1,1,1,1,1,3,3,3,3,3,3,2,27,20,56,56,13,43,1,1,1,11,2,2,2,5,1
1,2,3,49,40,1,1,1,1,1,1,1,2,2,2,2,2,2,2,22,18,37,34,11,34,1,1,2,8,3,2,2,4,2
1,1,2,28,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,14,21,18,10,20,2,2,1,4,2,2,2,2,1
1,1,2,28,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,13,24,21,6,22,1,1,1,6,2,2,2,2,1
1,1,1,21,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,13,13,16,8,14,1,1,1,2,2,2,2,2,1
1,2,2,38,33,1,1,1,1,1,1,1,2,2,2,2,2,2,2,23,22,34,30,7,31,2,2,1,7,2,2,2,10,1
1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,4,2,4,1,1,1,2,2,2,2,2,1
1,2,3,29,27,1,1,1,1,1,1,1,2,2,2,2,2,2,2,17,16,20,22,6,21,2,2,1,7,2,2,2,3,1
1,1,2,28,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,10,20,24,6,25,1,1,1,6,2,2,2,2,1
1,1,2,28,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,14,20,21,7,19,2,2,1,3,2,2,2,2,1
1,1,2,28,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,16,18,19,8,23,1,1,1,5,2,2,2,2,1
1,1,2,28,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,17,20,21,7,23,1,1,1,6,3,2,2,2,1
1,1,2,28,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,15,24,23,5,23,1,1,2,11,2,2,2,2,2
1,1,1,23,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,16,21,20,8,21,1,1,1,6,2,2,2,4,1
1,1,2,28,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,17,21,11,20,1,1,1,4,2,2,2,4,1
1,3,4,39,31,1,1,1,1,1,1,1,3,3,3,3,3,3,3,20,21,29,30,7,29,1,1,1,6,3,2,2,6,1
1,1,2,28,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,13,19,19,5,20,1,1,1,4,2,2,2,2,1
1,4,6,93,64,1,1,1,1,1,1,1,3,3,3,3,3,3,3,27,24,53,70,12,47,2,3,1,7,2,2,2,6,1
1,1,2,28,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,19,21,22,9,22,2,2,1,10,2,3,2,2,1
1,2,5,59,45,1,1,1,1,1,1,1,4,4,4,4,4,4,4,22,25,45,47,13,35,1,1,1,9,2,2,2,2,1
1,1,2,32,24,1,1,1,1,1,1,1,3,3,3,3,3,3,3,22,18,24,24,9,25,1,1,1,4,2,2,2,7,1
1,1,1,23,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,12,16,17,7,19,1,1,1,3,2,2,2,2,1
1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,4,4,4,1,1,1,3,2,2,2,2,1
1,1,3,85,54,1,1,1,1,1,1,1,3,3,3,3,3,3,3,30,32,59,70,18,52,2,3,1,15,2,4,2,9,1
1,1,1,21,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,16,18,15,10,17,1,1,1,1,1,1,1,1,1
1,2,3,45,36,1,1,1,1,1,1,1,2,2,2,2,2,2,2,22,16,31,34,12,29,1,1,1,6,2,2,2,4,1
1,2,5,78,46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,23,42,45,12,41,1,1,1,9,2,2,2,3,1
1,1,3,60,49,1,1,1,1,1,1,1,2,2,2,2,2,2,2,33,25,48,47,10,45,2,2,1,14,2,2,2,8,1
1,1,2,32,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,14,20,22,10,22,2,4,1,3,2,2,2,3,1
1,2,5,69,49,1,1,1,1,1,1,1,3,3,3,3,3,2,2,34,28,51,47,11,44,2,3,1,15,2,2,2,4,1
1,1,1,23,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,12,15,20,13,21,1,1,1,6,2,2,2,2,1
1,1,3,55,45,1,1,1,1,1,1,1,2,2,2,2,2,2,2,27,19,34,43,9,36,1,1,1,10,2,2,2,3,1
1,2,2,35,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,18,17,24,8,24,1,1,1,3,2,2,2,3,1
1,1,3,33,28,1,1,1,1,1,1,1,2,2,2,2,2,1,1,21,18,25,26,8,25,2,2,1,5,2,2,2,4,1
1,2,4,83,47,1,1,1,1,1,1,1,4,4,4,4,4,4,4,31,25,66,70,12,47,2,2,1,15,2,2,2,4,1
1,1,1,23,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,18,21,19,7,19,1,1,1,4,2,2,2,7,1
1,1,2,34,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,12,25,24,9,27,2,2,1,7,2,2,2,6,1
1,1,3,60,41,1,1,1,1,1,1,1,2,2,2,2,2,2,2,20,30,40,39,12,36,1,1,1,9,2,3,2,2,1
1,1,2,41,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,20,27,29,9,26,2,2,2,8,2,2,2,2,2
1,1,1,23,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,15,21,18,6,18,1,1,1,9,3,2,2,3,1
1,1,1,22,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,15,18,19,6,20,1,1,1,5,2,2,2,2,1
1,3,9,184,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,28,109,114,15,87,1,1,2,21,3,3,2,15,2
1,1,2,32,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,14,19,22,10,21,2,2,1,5,2,2,2,2,1
1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
1,1,1,20,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,12,18,18,6,17,1,1,1,5,2,2,2,2,1
1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,2,3,1,1,1,1,1,1,1,1,1
1,4,11,325,159,1,1,1,1,1,1,1,1,1,1,1,1,1,1,66,31,135,149,24,90,2,3,2,29,3,3,2,16,3
1,1,1,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,5,3,4,1,1,1,2,2,2,2,2,1
1,4,10,302,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,64,33,81,123,17,84,2,2,1,26,4,2,2,15,1
1,2,6,99,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,22,43,47,10,50,2,2,2,15,3,2,2,2,2
1,2,4,78,47,1,1,1,1,1,1,1,2,2,2,2,2,2,2,24,25,40,46,36,53,2,2,2,27,2,2,2,5,2
1,2,2,48,37,1,1,1,1,1,1,1,2,2,2,2,2,2,2,24,17,37,40,14,31,1,1,1,9,2,2,2,6,1
1,1,1,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,6,5,3,5,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,6,5,6,5,1,1,1,1,1,1,1,1,1
1,2,2,29,23,1,1,1,1,1,1,1,2,2,2,2,2,2,2,11,14,15,18,8,18,1,1,1,2,2,2,2,2,1
1,1,2,3,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,2,3,1,1,1,1,1,1,1,1,1
1,2,2,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,3,39,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,17,22,22,11,23,1,1,1,3,2,2,2,2,1
1,1,2,9,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,8,8,6,3,7,1,1,1,1,1,1,1,1,1
1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,2,2,2,2,2,1
1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,4,1,1,1,1,1,1,1,1,1
1,1,2,50,36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,24,39,40,13,32,2,2,1,6,2,2,2,9,1
1,1,1,18,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,13,15,16,6,17,1,1,1,3,2,2,2,3,1
1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
1,2,3,32,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,19,28,27,6,23,2,3,1,6,2,2,2,2,1
1,1,1,15,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,11,11,8,13,1,1,1,3,2,2,2,2,1
1,1,1,28,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,15,15,19,8,16,1,1,1,1,1,1,1,1,1
1,2,5,117,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,23,57,52,14,50,1,1,2,9,3,3,2,8,2
1,1,1,10,9,1,1,1,1,1,1,1,2,2,2,2,2,2,2,7,7,8,8,4,10,1,1,1,3,2,2,2,3,1
1,1,2,7,7,1,1,1,1,1,1,1,2,2,2,2,2,2,2,7,7,7,7,5,7,1,1,2,2,2,2,2,2,2
1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,2,2,2,2,1,1,1,1,1,2
1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,3,3,1,1,1,1,1,1,1,1,1
1,4,11,295,93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,70,28,95,99,17,75,2,4,2,24,3,2,2,15,2
1,4,10,258,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,52,31,70,80,29,78,1,1,1,20,5,2,2,17,1
1,1,2,20,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,14,17,8,17,1,1,1,3,2,2,2,2,1
1,1,3,59,46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,23,36,37,9,36,1,1,1,9,2,2,2,2,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,3,8,237,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60,26,95,112,17,74,2,2,1,20,3,3,2,13,1
1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,3,1,1,1,1,1,1,1,1,1
1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,3,1,1,1,2,2,2,2,2,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,2,33,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,17,29,28,16,24,2,2,1,10,2,2,2,2,1
1,1,1,22,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,11,13,18,9,16,2,2,1,5,2,2,2,3,1
1,2,4,43,40,1,1,1,1,1,1,1,2,2,2,2,2,2,2,22,18,34,36,5,30,2,2,1,4,3,2,2,4,1
1,1,1,19,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,15,16,17,13,17,1,1,1,6,2,2,2,2,1
1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1
1,1,1,27,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,17,21,21,5,21,1,1,1,6,2,2,2,4,1
1,2,2,19,17,1,1,1,1,1,1,1,2,2,2,2,2,2,2,14,12,16,18,6,17,1,1,1,3,2,2,2,3,1
1,2,2,22,21,1,1,1,1,1,1,1,2,2,2,2,2,2,2,12,10,16,19,6,15,1,1,1,2,2,2,2,2,1
1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,2,2,1,2,2,2,2,2,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1
1,2,2,41,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,21,28,32,15,34,2,3,2,7,3,5,2,7,2
1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,2,1,1,1,2,2,2,2,2,1
1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,2,2,2,2,2,1
1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,3,1,1,1,1,1,1,1,1,1
1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,3,1,1,1,3,2,2,2,2,1
1,2,2,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,2,3,1,1,1,1,1,1,1,1,1
1,1,2,41,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,18,29,27,11,28,1,1,1,8,2,2,2,3,1
1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,3,1,1,1,3,1,1,1,2,1
1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,4,4,1,1,1,2,2,2,2,2,1
1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1
1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,3,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1
1,1,1,15,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,12,11,8,13,1,1,1,2,2,2,2,2,1
1,3,7,158,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,30,59,64,18,53,2,2,1,13,3,2,2,8,1
1,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,1,3,1,1,1,1,1,1,1,1,1
1,2,4,61,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,24,25,31,9,31,2,2,1,7,2,2,2,2,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,17,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,13,14,16,10,15,1,1,2,10,3,4,2,2,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1
1,1,1,23,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,13,19,17,7,17,1,1,2,7,3,2,2,4,2
1,1,2,15,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,10,15,14,4,14,1,1,1,4,2,2,2,2,1
